LLY US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Accounting Standard,ACCOUNTING_STANDARD,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,N.A.,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,
EBITDA,EBITDA,,,,,,,,,,,,,,,,,573.3,531.2,522.7,541.5,701,597.8,648,588.7,662,577,673.1,678.2,777.8,676.5,764.5,745.8,842.5,739.5,751.1,854.3,868.5,852.4,1013.7,1068.8,911.8,946.8,1137.9,999,1119.4,1175.1,1023,867.2,882.3,920.9,1025.1,992.4,968.6,1003.4,1081.9,996.4,1062.3,1055.5,1026.8,1111.6,1004.5,1046.6,1117.4,1206.5,1229.4,1202.7,1264,1231.1,1377.7,1515.5,1475.4,1482.2,1546.2,1579.4,1735.4,1789.5,2060.4,1797.8,1446.1,1580.8,1932.7,2100.5,2037.7,1787.5,1626,1944.5,1944.1,1387.5,1767.2,1564.2,1455.9,1409,1803.4,1866.9,1893.7,1252,1183.6,1235,904.4,715.8,882.7,1171.5,1319.6,743.3,1101.3,1297,1336.3,1220.8,369.8,1595.7,914.6,584.1,1719,420.3,1758.5,1245.7,1033.7,1779.7,1756.9,1740.9,1864.4,1521.2,1636.7,2359.6,1505.6,1772.7,2263.5,2362.9,2840,1559,2039.4,2211.4,1856.3,2492,861.4,2775.5,2909.6,4129.2,
EBITDA Margin (T12M),EBITDA_MARGIN,,,,,,,,,,,,,,,,,,,,37.9701,37.5241,36.9924,38.2086,37.4863,36.553,35.8107,35.2956,35.2585,36.0031,35.9384,35.4898,35.4626,35.6648,35.7074,34.7529,34.5076,34.1655,34.6779,36.555,38.023,37.7187,37.612,37.9757,36.7835,37.4715,38.1071,36.9206,36.2547,34.941,33.4559,33.7464,34.4906,34.2545,34.0436,33.5164,32.1899,31.7062,30.9947,30.2725,30.7132,30.0349,29.7343,29.7013,29.8731,30.9495,31.5766,31.9913,31.4014,31.3256,31.7585,31.656,31.3994,31.326,30.8254,31.1596,32.6455,34.761,35.5749,33.61,31.531,30.3369,31.0602,33.526,34.0544,32.2313,30.9007,29.8937,28.4195,29.2869,28.4778,27.2106,27.4133,27.5734,28.4978,29.9764,29.4898,27.9181,26.2466,22.5335,20.5897,19.0931,18.7275,20.7548,20.6281,21.4861,21.6508,21.4899,23.3502,19.5684,20.5528,18.2497,15.1465,21.2918,16.2647,20.3571,23.9307,20.6191,26.8421,26.6263,28.2766,30.9346,29.9933,29.1344,30.0813,27.5571,27.2189,28.4648,27.9137,31.5082,31.0464,30.1007,30.3062,27.684,29.1342,23.1385,23.4005,25.1544,27.4279,
EBIT,EBIT,430.1,357.6,366.4,385.3,495.8,430.3,409,433.2,580.1,437.5,212.2,491.4,508.3,456.7,413.1,401,469.7,428.2,417.6,421,560.9,458.6,507.5,454.8,529.3,440.8,537.2,539.5,638.8,540.5,639.7,635.8,723.3,622.3,628.7,722.7,756.1,740.4,897.7,969.5,795.6,825.6,1015.4,923.1,999,1047.7,893.5,789.6,750.9,789.6,894.5,892.7,824,859.4,928.6,889.8,914.7,905.5,863.6,974.9,845.8,887.9,933.5,981.4,1024.5,993.6,1049.8,1057.5,1132.6,1253,1209.9,1207.4,1268.7,1297.9,1452.1,1509.2,1754.1,1491.8,1136.4,1205,1633.3,1754.9,1693,1449,1285.1,1588.9,1585.9,1068.6,1381.3,1202.2,1086.2,1064.4,1421.9,1503,1544.7,900.8,834.8,886.6,562,376.4,525.2,803,961.3,399.9,715.8,923.3,943.5,876.2,-17.1,1200.1,541.7,172.2,1296.2,-4.9,1343,900.2,645.1,1498.3,1430.7,1400.2,1590.8,1196.8,1278.3,1992.1,1155.3,1403.4,1881.2,1917.2,2404.3,1210.1,1676.5,1836.4,1494,2125.7,450.4,2387.8,2509,3714.8,
Gross Margin,GROSS_MARGIN,72.2876,70.0751,70.479,69.9127,72.8666,71.7939,70.7523,69.2102,72.057,69.8573,63.935,70.7744,71.3718,69.9231,69.463,70.0501,70.812,71.3543,70.0524,70.2661,70.1566,71.5507,74.2815,72.547,70.9527,70.2585,72.1215,71.2581,72.2837,72.4041,72.7883,75.124,78.0882,77.7912,78.9904,77.8591,78.1211,79.0272,78.7947,79.961,79.2461,81.2436,82.5705,81.0189,81.3843,82.7856,80.9004,79.9675,79.3019,81.086,80.1228,80.789,78.4973,79.1788,78.3621,78.8919,77.7399,77.6059,75.3048,76.2451,75.4389,76.244,76.5155,76.8451,78.289,77.7444,77.7335,75.997,78.1714,78.4301,77.0079,75.474,76.8845,76.6834,77.8251,82.5282,83.8241,82.1002,81.0877,75.8805,79.537,82.189,82.5352,80.084,79.79,80.3608,78.2348,78.1414,78.6166,79.5258,77.8884,79.0459,79.3235,80.3498,79.2451,76.131,73.8912,75.8955,74.0135,75.5316,74.3213,75.5277,75.061,74.1573,72.8063,72.8945,73.0165,74.5508,74.2192,73.0148,71.9636,73.3001,76.5381,77.8997,78.2755,79.9578,77.6383,80.0433,78.5451,79.0219,79.2638,77.7794,76.8944,76.8844,72.3963,71.0212,78.8743,74.3722,73.4686,77.9516,77.2516,78.7984,76.6279,78.2558,80.4171,80.884,80.9135,80.7994,
Operating Margin,OPER_MARGIN,34.6687,29.1823,28.5848,26.6865,34.5385,31.265,30.4928,27.5467,37.2552,29.5948,14.3718,29.6847,32.5833,29.2569,26.9894,27.5204,35.8796,31.7939,27.7052,27.1894,32.6617,28.3998,31.0987,25.2695,29.6809,25.9554,29.7799,26.1753,32.7087,27.1786,29.6144,28.1577,34.6574,28.877,26.6466,27.4228,33.521,31.6194,34.7246,34.3733,32.4589,31.4934,36.1108,31.0004,35.6061,34.5377,31.0847,27.9119,29.3194,28.452,32.1116,30.2037,28.518,27.8285,29.5789,25.6759,27.087,25.4619,26.3261,26.7514,24.1837,24.2086,25.9226,25.2997,27.5796,25.695,27.168,24.9099,26.8001,27.0568,26.3779,23.2658,26.3895,25.2,27.8741,28.9985,34.7553,28.1855,20.4315,20.306,29.7749,30.5269,29.9392,23.4201,22.0082,25.411,25.7958,17.6727,24.6573,21.4652,19.9548,17.8672,25.382,25.347,26.7592,15.5075,17.8258,17.9634,11.5268,7.3497,11.3075,16.1287,19.3822,7.4392,14.713,17.083,18.1732,15.2105,-0.3271,20.6051,9.5741,2.7951,26.1131,-0.0877,25.3067,15.9678,12.6684,26.5812,26.1239,22.9015,27.1477,21.7624,22.2677,26.7755,16.9757,20.8216,27.7758,23.9653,30.7849,18.6514,24.1515,25.15,21.4655,25.5736,4.7418,25.5287,28.6154,32.8662,
Profit Margin,PROF_MARGIN,27.4706,22.3927,20.0343,17.6825,27.0707,23.0691,22.18,19.7825,20.9235,23.0129,-18.1849,18.7991,23.2436,22.2165,19.2343,-35.9344,25.2616,25.7351,21.1438,18.7355,22.8964,20.2564,75.2497,19.0354,21.8247,20.3556,23.039,18.0971,22.1505,-87.0971,21.1518,20.2613,24.9689,22.7981,21.9632,21.5261,27.7398,24.6156,28.3382,27.878,34.4947,25.4129,27.6966,25.7682,28.7557,27.2853,19.8337,20.3401,24.5676,23.728,24.5513,24.912,14.086,22.4144,22.7559,21.5611,11.857,18.4714,23.0216,-0.0659,21.0614,-6.8708,22.0599,18.0609,22.4729,21.2573,22.6081,3.1164,12.0371,14.3295,20.1949,16.4637,22.1379,18.616,-8.9375,-69.7371,26.0174,21.8882,16.9328,15.4258,22.7527,23.4644,23.0406,18.9042,18.083,19.1482,20.1093,14.1931,18.0489,16.4908,24.3712,13.8855,27.633,20.3417,20.8416,12.5241,15.5431,14.8614,10.2675,8.367,11.4001,12.0674,16.124,8.8995,9.0461,13.834,14.9855,13.3981,-2.1192,17.3068,9.8197,-26.8947,24.5256,-4.6535,21.6605,19.9571,83.296,23.5457,22.8956,24.4635,24.8558,25.6755,21.0501,28.4516,19.9145,20.6258,16.3906,21.5765,24.3649,14.6809,20.913,26.5373,19.3233,21.2124,-0.6043,23.4097,25.5805,26.2501,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,48287.6271,,,,51058.4408,,,,51409.9386,,,,58518.0713,,,,62184.7399,,,,67156.7182,,,,70585.6198,,,,72604.5016,,,,88436.2383,,,,90111.8211,,,,83408.9636,,,,,,,,,,,,,,,,81894.382,,,,91058.6854,,,,,,,,127822.6601,,,,128503.7037,,,,147031.7146,,,,161329.8566,,,,158786.7647,,,,155340.2868,,,,153165.4581,122851.5215,,,233635.9489,112462.4697,121077.3346,120191.4455,130238.6432,117231.3253,128992.8401,122445.7547,137236.4503,124290.9782,141229.3889,137246.8163,151536.0964,130180.9599,146357.4423,137537.9033,170371.7135,151508.4796,166692.2963,161503.9811,181828.9963,173289.9601,158392.8571,163713.1042,212571.4286,196183.3381,194480.1916,193985.2208,228568.5714,,,,187225.641,,,,217520.9302,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,26.7342,27.8296,30.2478,31.1777,25.0573,24.4791,14.3678,14.3779,14.1628,13.7895,25.1079,10.1513,8.8231,8.5169,8.7593,25.9179,25.0295,23.8583,41.4488,42.4705,39.1566,38.8254,25.9086,26.3737,25.1983,-9.7031,-9.0597,-7.2029,-5.2645,41.3295,44.6342,46.2006,45.6109,50.3123,53.3668,57.6303,55.9172,60.8292,56.297,55.2953,49.2834,51.8144,44.2537,42.2785,36.4125,33.5376,32.5941,35.2188,30.2617,30.6638,28.7366,28.3928,26.4875,26.2595,24.6182,17.5018,19.3742,11.9165,11.2509,18.2352,17.8413,28.3983,26.4424,24.4592,20.1187,18.5469,17.1597,24.1213,26.536,28.9284,18.0745,-20.4741,-16.1114,-13.9341,-1.8269,53.248,46.9049,47.3735,43.1523,46.204,39.9816,38.5483,33.9168,33.4928,29.9101,28.1888,26.4706,28.8869,31.061,33.232,29.0396,28.9216,23.2207,20.4269,15.5659,14.4859,13.1824,12.6135,14.3414,16.0858,15.4963,16.8277,15.866,19.1581,15.0595,17.0297,14.5974,-1.5945,7.8724,-1.121,3.2188,30.1771,73.5719,109.4247,96.5764,133.7837,199.0718,163.4737,135.7614,150.1776,122.1248,115.2231,94.9213,76.3529,75.5328,75.9432,67.6857,63.6283,55.4237,66.2723,46.8603,48.9252,51.147,59.6293,
Return on Assets,RETURN_ON_ASSET,,,,,17.5362,17.4547,17.2104,17.0282,15.9351,15.603,8.5443,8.3517,8.5318,8.4209,14.587,5.2491,4.7529,4.6492,4.7638,10.6593,10.8891,10.5172,18.0817,15.8431,15.7061,15.7072,10.5505,10.6094,10.9291,-3.8489,-3.6302,-2.8648,-2.2334,15.9519,16.2956,16.6679,18.928,20.1649,20.0866,21.4078,24.5889,25.414,23.7446,22.2256,21.9999,22.193,19.8243,17.8635,16.3614,14.6678,14.4234,15.2661,13.5458,13.4031,12.8391,12.5776,12.1501,11.7644,11.3798,7.7778,9.4049,5.3577,5.2118,8.0068,8.7696,13.1722,13.2644,11.4436,9.7602,8.9839,9.1268,12.095,13.7718,14.6843,9.1567,-7.3881,-6.7752,-5.9374,-0.7878,15.2763,15.8521,16.2995,16.8863,17.3428,16.5632,15.6215,14.8034,13.4476,13.4605,12.4759,12.2307,12.0146,14.3338,15.0926,14.013,13.4529,11.5266,9.9407,7.8395,6.6815,6.2266,5.7966,6.648,6.7015,6.5932,6.8014,6.6153,7.3616,6.0476,6.3212,5.5201,-0.4872,2.7424,-0.3452,1.0272,7.2722,15.1921,19.3603,19.2631,19.9975,13.9889,13.9349,13.6184,14.4175,13.8559,13.5241,12.9647,11.6969,13.0748,11.9984,12.6154,12.7061,11.3642,12.7555,9.4677,9.2343,10.4833,11.5908,
Return on Capital,RETURN_ON_CAP,,,,,,,,24.3307,21.2013,20.4973,11.9448,12.5256,,,,,,,,16.8398,16.4903,16.1559,27.8905,24.8536,23.2497,23.3216,16.9126,17.609,17.0358,-10.1572,-8.9857,-6.4666,-4.3775,27.6169,29.4736,31.655,31.8867,34.5045,34.4033,38.5555,39.3599,41.9805,38.1104,37.8265,34.7392,35.9252,31.2833,29.8739,25.3615,23.0187,21.324,23.3786,20.234,20.3191,18.5069,18.7498,17.5664,17.3909,16.1231,11.4823,13.6644,8.3467,7.4538,11.8487,12.7713,19.9435,19.0859,17.8097,14.3587,13.4274,13.3109,18.8336,20.2847,22.1911,14.1902,-10.7727,-9.2472,-8.0979,-1.6137,27.1956,26.6277,27.6312,26.9466,29.3504,26.6191,25.5509,23.0566,22.5723,21.7928,20.4547,19.4898,20.6865,23.4091,24.9676,22.4636,22.2998,18.1285,16.0242,12.3568,10.8469,9.8939,9.5078,10.6672,11.0815,10.6108,11.1605,10.7399,12.3007,9.8107,10.3024,8.9676,-0.9054,4.7301,-0.6434,1.7395,14.7872,28.5229,37.7351,35.9364,44.2143,29.7902,29.879,28.582,32.1576,29.2707,29.1388,26.7403,24.3076,26.1226,24.6409,24.8024,24.6884,21.3829,24.6898,18.5608,17.8399,19.037,21.6655,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,22.4189,22.1077,21.9242,20.963,21.5492,20.422,18.5906,18.9654,17.3799,17.0927,19.6729,20.162,18.0851,17.0456,16.7339,14.7377,14.5417,14.3786,15.8972,14.2875,13.4393,13.3765,14.6327,15.0396,14.615,-33.2371,-34.3281,-35.1876,-31.7348,22.284,23.633,29.0519,26.7184,27.1592,26.6005,34.7639,28.5449,30.0481,27.9473,28.8974,26.3541,27.5614,25.3081,26.6425,21.1882,19.4255,17.6155,21.4881,18.4221,18.7723,17.2831,18.5774,16.121,16.4841,14.787,10.8498,10.9943,9.2688,8.4416,12.6313,13.4249,16.6697,16.2261,18.7624,16.5541,17.2801,17.3718,20.8719,21.5066,22.434,21.7352,14.5542,14.461,15.4506,16.3531,28.6125,24.9317,26.1071,25.6498,27.6086,25.5406,24.6095,22.5867,21.8855,21.3861,20.2715,16.5078,17.3221,17.8692,19.556,20.1303,19.413,17.1114,14.7474,10.6939,8.9918,7.7756,8.0613,9.0868,10.5724,10.4404,10.4171,9.905,11.6655,9.3457,9.6486,8.1275,3.3836,8.0397,4.2067,6.0263,14.5611,12.3813,19.6876,19.0471,22.689,25.8778,23.9595,22.128,25.5599,21.4357,22.1372,23.72,23.6778,27.6572,28.0665,26.4492,25.2096,20.0911,22.1201,15.4555,17.4967,18.5892,19.1814,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,72.2876,70.0751,70.479,69.9127,72.8666,71.7939,70.7523,69.2102,72.057,69.8573,63.935,70.7744,71.3718,69.9231,69.463,70.0501,70.812,71.3543,70.0524,70.2661,70.1566,71.5507,74.2815,72.547,70.9527,70.2585,72.1215,71.2581,72.2837,72.4041,72.7883,75.124,78.0882,77.7912,78.9904,77.8591,78.1211,79.0272,78.7947,79.961,79.2461,81.2436,82.5705,81.0189,81.3843,82.7856,80.9004,79.9675,79.3019,81.086,80.1228,80.789,78.4973,79.1788,78.3621,78.8919,77.7399,77.6059,75.3048,76.2451,75.4389,76.244,76.5155,76.8451,78.289,77.7444,77.7335,75.997,78.1714,78.4301,77.0079,75.474,76.8845,76.6834,77.8251,82.5282,83.8241,82.1002,81.0877,75.8805,79.537,82.189,82.5352,80.084,79.79,80.3608,78.2348,78.1414,78.6166,79.5258,77.8884,79.0459,79.3235,80.3498,79.2451,76.131,73.8912,75.8955,74.0135,75.5316,74.3213,75.5277,75.061,74.1573,72.8063,72.8945,73.0165,74.5508,74.2192,73.0148,71.9636,73.3001,76.5381,77.8997,78.2755,79.9578,77.6383,80.0433,78.5451,79.0219,79.2638,77.7794,76.8944,76.8844,72.3963,71.0212,78.8743,74.3722,73.4686,77.9516,77.2516,78.7984,76.6279,78.2558,80.4171,80.884,80.9135,80.7994,
Operating Margin,OPER_MARGIN,34.6687,29.1823,28.5848,26.6865,34.5385,31.265,30.4928,27.5467,37.2552,29.5948,14.3718,29.6847,32.5833,29.2569,26.9894,27.5204,35.8796,31.7939,27.7052,27.1894,32.6617,28.3998,31.0987,25.2695,29.6809,25.9554,29.7799,26.1753,32.7087,27.1786,29.6144,28.1577,34.6574,28.877,26.6466,27.4228,33.521,31.6194,34.7246,34.3733,32.4589,31.4934,36.1108,31.0004,35.6061,34.5377,31.0847,27.9119,29.3194,28.452,32.1116,30.2037,28.518,27.8285,29.5789,25.6759,27.087,25.4619,26.3261,26.7514,24.1837,24.2086,25.9226,25.2997,27.5796,25.695,27.168,24.9099,26.8001,27.0568,26.3779,23.2658,26.3895,25.2,27.8741,28.9985,34.7553,28.1855,20.4315,20.306,29.7749,30.5269,29.9392,23.4201,22.0082,25.411,25.7958,17.6727,24.6573,21.4652,19.9548,17.8672,25.382,25.347,26.7592,15.5075,17.8258,17.9634,11.5268,7.3497,11.3075,16.1287,19.3822,7.4392,14.713,17.083,18.1732,15.2105,-0.3271,20.6051,9.5741,2.7951,26.1131,-0.0877,25.3067,15.9678,12.6684,26.5812,26.1239,22.9015,27.1477,21.7624,22.2677,26.7755,16.9757,20.8216,27.7758,23.9653,30.7849,18.6514,24.1515,25.15,21.4655,25.5736,4.7418,25.5287,28.6154,32.8662,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,33.7096,48.1776,71.5966,37.1895,69.3257,7.0588,,70.2898,,23.2165,371.3495,-45.5875,-15.3846,-13.3053,,21.9058,22.342,11.3433,72.1509,13.4447,,,17.2674,32.4148,64.5257,34.332,28.776,48.9081,63.0597,49.1882,,23.026,19.4543,63.2905,119.132,133.3333,20.2046,30.4394,51.9188,,57.3604,53.9078,,-89.7177,-101.4309,-99.9226,,81.3733,22.2662,22.3003,9.6382,,18.6051,9.8483,,47.5951,,,21.7961,2.7683,82.2365,53.0622,44.2205,20.781,21.1381,33.9484,22.153,15.8742,23.405,8.6446,38.8951,2039.1892,202.7569,136.1657,,,,57.71,599.7845,96.519,,,,-270.9402,,-59.3007,-70.9197,-4.7032,,91.4286,139.2347,-110.1684,-63.8916,-62.0058,-109.5541,-76.2764,-806.25,,474.7919,9.2411,86.4791,28.2328,,123.7464,,65.9833,,,,-503.552,,,,2907.5435,51.6794,104.9538,123.2022,-219.5921,,44.638,,16.6519,58.4092,,124.3528,-76.6759,,-11.5743,-107.0941,50.1946,,26.8766,56.1394,53.1347,
Pretax Margin,PRETAX_INC_TO_NET_SALES,38.965,31.7611,28.421,25.0796,38.6764,32.9507,31.6857,28.3289,40.903,32.9094,-26.1158,26.8515,33.9615,31.5119,27.2834,-44.4376,33.0609,34.1922,28.3155,24.4446,30.7401,27.0374,26.797,20.2134,29.3725,27.398,31.0106,23.4244,29.5341,-64.8112,28.3459,27.3516,33.6991,30.0371,25.392,27.142,24.0956,31.5596,36.3299,36.295,41.716,32.5806,35.5062,33.0356,36.8678,34.9794,24.8852,26.2045,31.4982,30.4194,30.9736,31.9394,17.0935,28.7514,29.1744,27.8171,18.2268,23.5694,29.5147,14.2689,27.0029,-3.8198,28.283,23.0646,28.4464,26.9079,28.6173,5.0644,17.0228,20.0108,25.6911,20.2771,21.9715,23.4215,-4.4688,-64.1265,33.3545,27.7301,19.2287,19.1635,31.133,30.2068,29.5554,22.7833,21.8163,24.4898,24.4392,17.2295,23.8361,21.1706,34.4405,16.9943,34.8286,25.5477,26.217,15.6642,19.0216,19.0534,13.4445,10.0287,13.3033,13.6522,21.1263,8.2707,11.6503,17.4752,18.6972,15.4848,1.1706,21.6421,10.456,4.6115,27.5132,0.7466,25.2709,16.5248,14.3573,26.0064,25.6692,27.2015,28.6682,29.8887,25.0357,33.1868,21.6939,23.648,18.3868,22.999,26.2945,16.8141,22.5524,28.7107,21.9784,25.1308,4.4975,26.8223,28.9245,31.118,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,27.4706,22.3927,20.0343,17.6825,27.0707,23.0691,22.18,19.7825,28.5595,23.0129,-18.1849,18.7991,23.9423,22.2165,19.2343,-31.7754,22.9702,23.7006,19.6112,17.4115,21.825,19.1974,19.0269,17.2964,21.8247,20.3556,23.039,18.0971,22.1505,-87.0971,21.1518,20.5979,25.472,22.7796,21.7089,21.3099,20.0124,24.6156,28.3382,27.878,34.4947,25.4129,27.6966,25.7682,28.7557,27.2853,20.4112,20.7925,24.5676,23.728,24.5513,24.912,14.086,22.4144,22.7559,21.5611,11.857,18.4714,23.0216,-0.0659,21.0614,-6.8708,22.0599,18.628,22.4729,21.2573,22.6081,3.1164,12.0371,14.3295,20.1949,16.4637,22.1379,18.616,-8.9375,-69.7371,26.0174,21.8882,16.9328,15.4258,22.7527,23.4644,23.0406,18.9042,18.083,19.1482,20.1093,14.1931,18.0489,16.4908,24.3712,13.8855,27.633,20.3417,20.8416,12.5241,15.5431,14.8614,10.2675,8.367,11.4001,12.0674,16.124,8.8995,9.0461,13.834,14.9855,13.3981,-2.1192,17.3068,9.8197,-26.8947,23.5142,-4.1468,20.6071,19.8914,11.0188,23.5457,22.8956,24.4635,24.8558,25.6755,21.0501,28.4516,19.9145,20.6258,16.3906,21.5765,24.3649,14.6809,20.913,26.5373,19.3233,21.2124,-0.6043,23.4097,25.5805,26.2501,
Net Income Margin,PROF_MARGIN,27.4706,22.3927,20.0343,17.6825,27.0707,23.0691,22.18,19.7825,20.9235,23.0129,-18.1849,18.7991,23.2436,22.2165,19.2343,-35.9344,25.2616,25.7351,21.1438,18.7355,22.8964,20.2564,75.2497,19.0354,21.8247,20.3556,23.039,18.0971,22.1505,-87.0971,21.1518,20.2613,24.9689,22.7981,21.9632,21.5261,27.7398,24.6156,28.3382,27.878,34.4947,25.4129,27.6966,25.7682,28.7557,27.2853,19.8337,20.3401,24.5676,23.728,24.5513,24.912,14.086,22.4144,22.7559,21.5611,11.857,18.4714,23.0216,-0.0659,21.0614,-6.8708,22.0599,18.0609,22.4729,21.2573,22.6081,3.1164,12.0371,14.3295,20.1949,16.4637,22.1379,18.616,-8.9375,-69.7371,26.0174,21.8882,16.9328,15.4258,22.7527,23.4644,23.0406,18.9042,18.083,19.1482,20.1093,14.1931,18.0489,16.4908,24.3712,13.8855,27.633,20.3417,20.8416,12.5241,15.5431,14.8614,10.2675,8.367,11.4001,12.0674,16.124,8.8995,9.0461,13.834,14.9855,13.3981,-2.1192,17.3068,9.8197,-26.8947,24.5256,-4.6535,21.6605,19.9571,83.296,23.5457,22.8956,24.4635,24.8558,25.6755,21.0501,28.4516,19.9145,20.6258,16.3906,21.5765,24.3649,14.6809,20.913,26.5373,19.3233,21.2124,-0.6043,23.4097,25.5805,26.2501,
