VMC US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
EBIT,EBIT,27.77,63.017,65.174,34.143,1.935,41.486,46.805,23.047,10.285,47.341,55.369,30.34,2.369,46.075,53.985,28.224,-8.169,47.519,54.885,43.365,20.149,73.401,93.243,63.295,30.386,85.409,94.551,64.142,31.355,87.812,95,69.403,40.382,98.084,126.278,78.119,39.986,101.309,124.619,92.18,39.604,111.993,121.153,67.739,18.437,128.335,144.146,79.504,29.577,102.97,110.987,55.288,12.762,104.986,136.457,87.736,39.686,118.006,146.025,85.246,37.768,153.505,164.906,112.601,98.882,216.82,204.742,169.754,92.793,212.381,208.758,144.012,62.67,157.832,126.056,68.235,-1.326,65.684,82.704,1.391,-36.77,1.21,50.432,-29.413,-61.184,23.488,106.668,-5.528,-46.279,19.662,55.866,55.532,-50.058,86.866,99.767,53.829,194.669,103.246,140.331,99.89,10.759,153.776,212.206,173.037,64.921,213.786,227.076,173.799,72.4,191.966,227.478,149.204,81.183,230.253,249.184,186.489,104.433,276.074,303.376,193.576,112.301,298.896,288.104,196.4,249.5,287.536,262.366,211.3,147,307.6,305.4,191.5,187.2,451.1,418.9,370.1,172.9,453.6,
Gross Margin,GROSS_MARGIN,22.5437,29.966,29.3471,22.3363,14.0256,25.0247,24.6677,18.2425,16.8724,26.2185,25.8768,21.4903,13.8677,24.2116,25.6713,20.5228,9.6868,23.6756,25.0886,22.7227,19.9689,29.5667,31.7235,30.5219,22.7308,30.8467,31.4675,28.7897,22.2977,30.6645,30.7527,28.8636,24.9274,31.5355,34.4173,31.1967,18.4795,23.4493,24.5506,22.4636,17.543,23.7572,24.0144,18.6866,13.7828,24.0098,25.1267,21.0425,15.3814,21.7297,21.8712,17.2489,12.2095,20.8078,23.6993,21.5951,17.6866,25.2155,27.2629,22.7029,17.448,26.8996,27.3797,23.6691,23.1264,29.0356,29.3647,29.0709,24.3303,32.4555,30.6556,25.8006,18.8967,24.0053,19.82,18.6674,12.9282,20.2026,19.8511,11.5296,0.1812,16.6182,17.0541,8.6566,-1.4585,14.3653,15.2192,12.0976,4.0975,15.262,17.4139,13.0181,3.2806,17.9896,19.5415,17.2507,5.935,22.0931,23.9294,22.4706,12.3342,26.1912,28.0502,29.6203,21.8248,30.5368,30.1753,27.4584,20.3192,28.1361,27.7477,24.7079,18.647,26.9286,27.6683,25.3007,19.2346,27.9059,28.239,24.7086,19.2256,29.9808,29.0481,25.7595,21.464,29.2689,25.9848,21.895,17.4466,22.8317,23.6029,20.2032,18.3141,27.6066,27.0382,25.7428,19.7257,29.3983,
Operating Margin,OPER_MARGIN,11.9688,21.3124,21.2573,12.5983,0.982,15.573,16.1821,9.0451,4.8827,16.6576,17.727,11.2016,1.1064,15.0601,16.2867,10.01,-3.7664,14.545,15.2306,12.4111,6.8444,19.1738,22.0965,17.4951,9.8483,20.3732,21.3132,16.1341,9.1854,19.7298,19.8805,16.752,11.2496,21.056,24.7864,17.6667,7.5247,14.9976,17.1016,13.7132,7.0051,15.2818,16.0885,9.77,2.9717,15.4933,17.0968,10.919,5.038,14.5256,14.8202,8.6371,2.2519,13.6912,16.4425,12.0395,8.3655,18.2134,20.1866,14.0057,7.1447,19.6279,19.8678,14.9215,13.9528,24.4122,22.0314,20.7954,13.5033,24.1659,23.0706,16.8064,7.6676,15.4502,12.4395,8.5379,-0.2209,9.0993,10.6277,0.2357,-7.4544,0.1644,6.7858,-5.0172,-12.5583,3.346,14.0214,-0.8994,-8.636,2.8326,7.6648,9.1271,-9.3017,11.7588,12.2629,7.9132,33.8897,13.0502,16.0639,13.23,1.7043,17.1789,20.4347,20.1843,8.6019,22.3433,22.5243,19.9088,9.1957,18.6237,20.7797,15.264,9.5009,19.1853,20.0923,17.1398,10.4799,20.7937,21.3832,16.3197,10.7031,22.5996,21.9945,16.7135,23.3549,21.1261,17.3007,13.1545,9.5411,15.7397,14.6243,11.0572,11.3523,21.3498,19.1646,20.1766,11.1859,22.5179,
Profit Margin,PROF_MARGIN,8.0497,13.4144,13.7406,7.3093,-1.1262,9.7144,10.4501,-0.5126,3.6256,10.6393,11.4474,7.5155,-0.2457,10.3422,11.031,7.2883,-2.4095,10.3256,10.434,9.1207,5.4221,12.4683,14.0167,11.9958,6.5246,13.9668,14.0003,12.0242,6.4232,14.102,15.3407,12.346,10.1707,15.0335,17.6513,13.4431,4.9614,9.2859,11.7722,9.6427,4.1144,10.3788,11.4137,4.9934,0.922,9.6133,10.9389,6.1944,1.98,9.2214,10.2577,5.718,-3.0965,7.3061,11.947,7.8668,3.1608,13.5507,13.6806,14.019,10.2818,15.5416,14.7245,12.0117,9.8894,16.9601,14.6007,13.9482,12.933,16.1588,14.965,9.8743,1.7047,13.7786,5.8272,1.8535,-5.4607,3.0771,6.969,-2.262,-7.8552,-3.2591,1.7823,-8.0166,-11.2342,-1.1594,2.6236,-4.5335,-9.7135,-2.6339,1.9565,0.5725,-10.1895,3.8948,5.0841,1.3353,9.3999,5.8102,7.6626,5.0357,-6.2852,5.3804,11.922,10.3684,5.3209,12.9334,14.0877,12.8985,5.7055,11.6553,9.9185,33.5089,6.2002,13.3027,14.4454,11.3987,6.3521,14.8799,15.2044,11.8949,5.743,15.8718,15.2523,9.7439,15.0332,14.3525,11.6654,8.5912,5.9583,9.584,8.4806,6.8942,7.3196,14.6055,12.6498,12.4026,6.6442,15.2899,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,41062.4232,,,,39812.6555,,,,43177.586,,,,44755.3992,,,,51740.5586,,,,52296.33,,,,57400.5198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72372.6516,,,,,,,,,,,,,,,,85750.9657,,,,,,,,75654.0199,,,,86275.4071,,,,,,,,,,,,108793.3718,,,,119299.332,,,,122111.4841,,,,123732.9114,,,,129947.0918,,,,,,,,139378.4842,,,,140447.6698,,,,151961.0424,,,,176680.7937,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,15.1179,12.8665,10.842,7.7147,9.3002,9.834,10.3692,13.5911,12.5865,12.7903,12.6487,12.5765,12.1084,12.2253,12.0758,13.6591,16.7211,17.9926,20.6956,21.7554,22.3065,22.8776,22.6022,22.4478,22.9382,22.4942,22.4401,22.3069,24.1115,23.4666,23.9315,23.8588,22.7216,20.9007,19.5139,19.3507,18.9428,19.1269,18.2087,15.7339,14.5377,14.235,13.9857,14.4796,14.9446,13.6978,12.2061,11.5358,9.8982,9.1622,10.11,11.1407,13.1565,14.5787,13.9587,15.0429,17.1681,18.1916,18.6552,18.7782,19.3348,21.3407,21.9303,22.7322,22.866,22.9143,22.7954,15.6281,12.8722,12.2089,9.5193,6.2769,5.0508,1.5986,1.4521,0.802,0.6491,-0.5432,-1.547,-2.4144,-2.8282,-2.4383,-2.2745,-1.8271,-1.78,-2.0524,-2.1991,-1.3927,-1.4845,-0.2202,0.4923,0.6334,3.4395,3.8079,4.3647,5.0506,2.7163,2.7293,3.9772,5.1252,7.0156,8.6512,8.9051,9.2733,9.4678,9.2427,8.4065,12.6017,12.9159,13.4838,14.634,10.1419,10.387,10.855,11.2386,11.412,11.3739,11.2608,10.6543,10.0344,11.6795,11.1175,10.4796,10.6719,9.4725,9.1286,8.9476,8.5441,8.9145,10.4254,11.5442,12.9517,12.6433,12.2713,
Return on Assets,RETURN_ON_ASSET,,,,,9.5984,7.9686,6.4779,4.7994,5.7893,5.9569,6.4205,8.7143,7.9884,7.7085,7.7821,8.16,7.7411,7.4479,7.3617,8.6716,10.4944,11.0475,12.4967,13.871,14.095,14.1343,14.2362,14.8708,14.9785,14.4469,15.0375,15.1013,16.0522,15.7761,16.5081,16.4685,11.7057,11.0261,10.6418,10.6575,8.4426,8.6387,8.5604,7.2475,6.5013,6.3719,6.5235,6.7054,6.7884,6.2277,5.7459,5.5502,4.6843,4.3563,4.9029,5.5032,6.3608,7.3406,7.1023,7.8631,8.8588,10.0466,10.5185,10.7184,11.3632,12.1419,12.6554,13.4041,14.0196,13.3917,13.4409,7.2938,5.9532,5.8439,4.6394,2.5607,2.0322,0.704,0.6537,0.3477,0.2814,-0.252,-0.7268,-1.1443,-1.3417,-1.1448,-1.0632,-0.8543,-0.8247,-0.9446,-1.0108,-0.6431,-0.6797,-0.1021,0.2272,0.2976,1.6703,1.8738,2.1459,2.5143,1.3735,1.4066,2.0759,2.7067,3.6324,4.5687,4.7355,4.9905,4.9825,4.6221,4.3404,6.6886,6.6959,6.5814,7.4484,5.3349,5.3278,5.55,5.8838,6.0316,5.8742,5.7312,5.5224,5.2334,6.2362,5.8358,5.1217,5.2886,4.7794,4.6132,4.1987,4.1236,4.3275,5.0906,5.645,6.4857,6.5407,6.4077,
Return on Capital,RETURN_ON_CAP,,,,,13.9742,11.7261,9.6596,7.3719,8.6922,8.843,9.4057,12.4749,11.6041,11.1313,11.1804,11.7248,11.2426,10.6837,10.5148,12.4251,15.0646,15.6299,17.4912,19.5464,20.1044,19.9472,19.8003,20.7244,21.1245,20.5162,20.7485,20.7725,22.4218,22.0188,22.4853,22.4554,16.0393,15.5434,15.3906,15.8779,12.6763,12.3451,11.9366,10.3696,9.4606,9.2254,9.7388,9.8298,10.0935,9.2309,8.7167,8.4581,7.4152,7.0099,7.7123,8.464,9.7218,11.2121,10.6865,11.738,13.0745,14.5783,15.0116,15.5454,16.6633,17.3831,17.7329,18.5831,19.5262,18.8388,18.9334,9.737,8.5688,8.7512,7.8182,4.8323,4.2018,2.6281,2.3933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,14.6268,12.2382,10.1964,8.9685,10.6941,10.7147,11.3599,11.3403,11.8328,11.2975,11.0877,10.4424,10.6108,9.8244,9.5855,10.0522,13.2988,14.0551,16.0139,16.5597,18.9516,18.5482,18.3363,18.4914,19.7175,19.1514,19.1617,19.1648,19.9635,18.9528,19.6194,19.3646,13.8337,13.073,12.6445,12.892,10.4414,10.1849,9.8778,9.1952,8.1815,8.0828,8.7162,8.3947,8.9543,8.2408,7.6577,7.2171,6.9155,6.8293,7.3246,7.9098,8.5601,9.2521,8.7797,8.8142,9.2925,9.4608,10.5486,11.0289,14.3387,14.732,16.2756,16.2304,17.618,17.1639,17.5243,8.4778,8.541,7.6152,6.5597,3.6054,3.3395,2.4124,2.1922,1.656,1.601,1.1066,0.617,0.145,-0.1254,0.3788,0.4867,0.81,1.1051,0.8177,0.9042,1.4837,1.5311,2.3736,2.8344,2.6673,5.5057,5.4341,5.6522,5.6765,3.8555,4.4808,5.4236,6.0759,7.1733,7.7627,7.7983,7.859,7.7188,6.9395,7.1464,10.9026,10.7601,10.4215,11.1591,7.5859,7.4799,7.7943,8.3029,8.4813,8.2847,8.0179,7.7166,7.8399,8.9415,8.414,7.5201,7.4263,6.9765,6.9857,6.5524,6.278,6.6651,7.586,8.4234,9.3458,9.32,9.1066,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,22.5437,29.966,29.3471,22.3363,14.0256,25.0247,24.6677,18.2425,16.8724,26.2185,25.8768,21.4903,13.8677,24.2116,25.6713,20.5228,9.6868,23.6756,25.0886,22.7227,19.9689,29.5667,31.7235,30.5219,22.7308,30.8467,31.4675,28.7897,22.2977,30.6645,30.7527,28.8636,24.9274,31.5355,34.4173,31.1967,18.4795,23.4493,24.5506,22.4636,17.543,23.7572,24.0144,18.6866,13.7828,24.0098,25.1267,21.0425,15.3814,21.7297,21.8712,17.2489,12.2095,20.8078,23.6993,21.5951,17.6866,25.2155,27.2629,22.7029,17.448,26.8996,27.3797,23.6691,23.1264,29.0356,29.3647,29.0709,24.3303,32.4555,30.6556,25.8006,18.8967,24.0053,19.82,18.6674,12.9282,20.2026,19.8511,11.5296,0.1812,16.6182,17.0541,8.6566,-1.4585,14.3653,15.2192,12.0976,4.0975,15.262,17.4139,13.0181,3.2806,17.9896,19.5415,17.2507,5.935,22.0931,23.9294,22.4706,12.3342,26.1912,28.0502,29.6203,21.8248,30.5368,30.1753,27.4584,20.3192,28.1361,27.7477,24.7079,18.647,26.9286,27.6683,25.3007,19.2346,27.9059,28.239,24.7086,19.2256,29.9808,29.0481,25.7595,21.464,29.2689,25.9848,21.895,17.4466,22.8317,23.6029,20.2032,18.3141,27.6066,27.0382,25.7428,19.7257,29.3983,
Operating Margin,OPER_MARGIN,11.9688,21.3124,21.2573,12.5983,0.982,15.573,16.1821,9.0451,4.8827,16.6576,17.727,11.2016,1.1064,15.0601,16.2867,10.01,-3.7664,14.545,15.2306,12.4111,6.8444,19.1738,22.0965,17.4951,9.8483,20.3732,21.3132,16.1341,9.1854,19.7298,19.8805,16.752,11.2496,21.056,24.7864,17.6667,7.5247,14.9976,17.1016,13.7132,7.0051,15.2818,16.0885,9.77,2.9717,15.4933,17.0968,10.919,5.038,14.5256,14.8202,8.6371,2.2519,13.6912,16.4425,12.0395,8.3655,18.2134,20.1866,14.0057,7.1447,19.6279,19.8678,14.9215,13.9528,24.4122,22.0314,20.7954,13.5033,24.1659,23.0706,16.8064,7.6676,15.4502,12.4395,8.5379,-0.2209,9.0993,10.6277,0.2357,-7.4544,0.1644,6.7858,-5.0172,-12.5583,3.346,14.0214,-0.8994,-8.636,2.8326,7.6648,9.1271,-9.3017,11.7588,12.2629,7.9132,33.8897,13.0502,16.0639,13.23,1.7043,17.1789,20.4347,20.1843,8.6019,22.3433,22.5243,19.9088,9.1957,18.6237,20.7797,15.264,9.5009,19.1853,20.0923,17.1398,10.4799,20.7937,21.3832,16.3197,10.7031,22.5996,21.9945,16.7135,23.3549,21.1261,17.3007,13.1545,9.5411,15.7397,14.6243,11.0572,11.3523,21.3498,19.1646,20.1766,11.1859,22.5179,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,-73.8565,-73.5223,-105.8365,-68.4474,61.397,32.8877,37.0703,45.4336,,,,,,6.9543,3.115,22.4494,36.5417,46.1231,62.2473,160.9592,72.331,32.9863,6.043,2.3679,2.9527,9.2959,1.3118,31.4259,51.2752,49.4964,98.9466,31.2581,,1.5381,,6.113,,18.6288,,,,17.1169,25.5265,33.8192,,-21.2368,-35.1898,-27.516,-82.6291,3.4801,31.4382,36.6172,,,,-2.0736,,26.459,17.7052,18.7405,33.9388,59.6816,40.1148,92.656,-28.3209,-47.639,,,,,,-131.3498,-29.4851,-30.7476,-18.4353,-31.9744,-33.1159,,-92.2373,-789.6437,-402.6055,,320.4696,84.1525,30.6171,-48.8322,-159.2989,,,150.6918,51.8269,,674.96,31.2536,67.5943,61.5953,,48.5865,43.592,71.5311,43.879,97.2893,,4.8566,22.9417,,0.4643,,13.0805,22.6031,14.9201,33.7247,16.369,35.9293,30.3493,7.2239,14.921,,-14.028,,719.9024,,,3.4555,,3.382,7.5261,,37.1191,90.4792,116.4103,174.4141,-13.8432,,
Pretax Margin,PRETAX_INC_TO_NET_SALES,12.1429,20.3171,20.7247,10.125,-1.6585,14.3226,15.0567,-1.9584,3.2824,15.7709,16.4454,10.1993,-0.3489,14.4682,16.1235,10.0231,-3.5428,15.1464,15.2992,14.0164,8.3159,19.2809,21.9799,18.6237,10.1948,21.7775,21.7641,16.6714,9.6154,21.1963,21.0311,17.5818,15.135,22.0701,25.6179,19.7191,7.4945,13.9372,17.168,13.7587,6.0772,14.9639,16.1618,5.5772,0.5263,14.2636,15.5052,8.7112,3.073,13.0811,13.8294,7.3678,0.5168,11.9815,15.2555,12.26,6.3803,17.3148,19.3287,15.2821,6.1582,18.8877,20.8325,16.8369,15.1645,25.2952,21.9906,20.4627,19.3595,23.9116,22.8605,13.7257,2.591,20.0262,7.9789,2.6065,-7.5838,3.49,5.3895,-6.9187,-15.9521,-5.9425,0.6113,-12.6768,-20.9466,-6.7585,6.8675,-9.1906,-17.8112,-5.0039,0.6351,0.844,-18.663,4.911,6.5075,1.1042,13.4753,8.1519,11.3152,7.6942,-8.0378,7.7849,16.5233,16.0186,4.0405,18.8626,19.3366,16.1907,5.1247,15.2703,13.6319,1.4667,5.6751,16.6936,17.7816,14.1468,7.4889,18.4913,19.1391,13.9974,6.8804,20.5893,19.7046,12.016,20.8088,18.6667,15.0835,10.5024,7.3084,13.5189,12.479,8.7072,8.4657,19.1348,16.7399,18.2795,8.6369,20.0903,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,8.0497,13.4144,13.7406,7.3093,-1.1262,9.7144,10.4501,-0.5126,2.199,10.6393,11.4474,7.5155,-0.2457,10.3422,11.031,7.2883,-2.4095,10.3256,10.434,9.1207,5.4221,12.4683,14.0167,11.9958,6.5246,13.9668,14.0003,12.0242,6.4232,14.102,15.3407,12.346,10.1707,15.0335,17.6513,13.4431,4.9614,9.2859,11.7722,9.6427,4.0415,10.0977,10.901,4.7756,0.0556,9.5411,10.7608,6.0559,2.2203,9.0841,10.3867,5.6414,0.3527,8.2766,11.5112,8.4785,4.3577,12.9017,12.7169,10.6366,4.0547,13.0361,15.4601,12.2085,10.1462,17.1532,15.1648,14.0936,13.0007,16.3489,15.906,10.0701,1.7547,13.811,5.9028,1.9362,-5.3732,2.1557,6.1584,-2.132,-9.0163,-3.0585,1.425,-7.8713,-13.264,-1.0117,2.946,-4.2209,-10.646,-2.4469,2.1432,0.7376,-11.4499,4.0783,5.1809,1.4842,9.4887,5.879,7.759,5.079,-5.8082,5.5655,12.1528,10.9134,5.5603,13.198,14.3965,12.3789,5.5279,10.8414,10.062,33.5522,6.2489,13.3568,14.5029,11.4222,6.4159,14.9062,15.3702,12.0217,5.7182,15.9505,15.3543,9.863,15.1362,14.458,11.6697,8.6098,6.0946,10.2594,8.538,7.0616,7.4591,14.7806,12.8145,12.5552,6.7672,15.4041,
Net Income Margin,PROF_MARGIN,8.0497,13.4144,13.7406,7.3093,-1.1262,9.7144,10.4501,-0.5126,3.6256,10.6393,11.4474,7.5155,-0.2457,10.3422,11.031,7.2883,-2.4095,10.3256,10.434,9.1207,5.4221,12.4683,14.0167,11.9958,6.5246,13.9668,14.0003,12.0242,6.4232,14.102,15.3407,12.346,10.1707,15.0335,17.6513,13.4431,4.9614,9.2859,11.7722,9.6427,4.1144,10.3788,11.4137,4.9934,0.922,9.6133,10.9389,6.1944,1.98,9.2214,10.2577,5.718,-3.0965,7.3061,11.947,7.8668,3.1608,13.5507,13.6806,14.019,10.2818,15.5416,14.7245,12.0117,9.8894,16.9601,14.6007,13.9482,12.933,16.1588,14.965,9.8743,1.7047,13.7786,5.8272,1.8535,-5.4607,3.0771,6.969,-2.262,-7.8552,-3.2591,1.7823,-8.0166,-11.2342,-1.1594,2.6236,-4.5335,-9.7135,-2.6339,1.9565,0.5725,-10.1895,3.8948,5.0841,1.3353,9.3999,5.8102,7.6626,5.0357,-6.2852,5.3804,11.922,10.3684,5.3209,12.9334,14.0877,12.8985,5.7055,11.6553,9.9185,33.5089,6.2002,13.3027,14.4454,11.3987,6.3521,14.8799,15.2044,11.8949,5.743,15.8718,15.2523,9.7439,15.0332,14.3525,11.6654,8.5912,5.9583,9.584,8.4806,6.8942,7.3196,14.6055,12.6498,12.4026,6.6442,15.2899,
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,8.0497,13.4144,13.7406,7.3093,-1.1262,9.7144,10.4501,-0.5126,3.6256,10.6393,11.4474,7.5155,-0.2457,10.3422,11.031,7.2883,-2.4095,10.3256,10.434,9.1207,5.4221,12.4683,14.0167,11.9958,6.5246,13.9668,14.0003,12.0242,6.4232,14.102,15.3407,12.346,10.1707,15.0335,17.6513,13.4431,4.9614,9.2859,11.7722,9.6427,4.1144,10.3788,11.4137,4.9934,0.922,9.6133,10.9389,6.1944,1.98,9.2214,10.2577,5.718,-3.0965,7.3061,11.947,7.8668,3.1608,13.5507,13.6806,14.019,10.2818,15.5416,14.7245,12.0117,9.8894,16.9601,14.6007,13.9482,12.933,16.1588,14.965,9.8743,1.7047,13.7786,5.8272,1.8535,-5.4607,3.0771,6.969,-2.262,-7.8552,-3.2591,1.7823,-8.0166,-11.2342,-1.1594,2.6236,-4.5335,-9.7135,-2.6339,1.9565,0.5725,-10.1895,3.8948,5.0841,1.3353,9.3999,5.8102,7.6626,5.0357,-6.2852,5.3804,11.922,10.3684,5.3209,12.9334,14.0877,12.8985,5.7055,11.6553,9.9185,33.5089,6.2002,13.3027,14.4454,11.3987,6.3521,14.8799,15.2044,11.8949,5.743,15.8718,15.2523,9.7439,15.0332,14.3525,11.6654,8.5912,5.9583,9.584,8.4806,6.8942,7.3196,14.6055,12.6498,12.4026,6.6442,15.2899,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,33.7084,33.9748,33.6995,27.8098,,32.174,30.5947,,33.0055,32.5383,30.3917,26.3131,,28.5175,31.5845,27.285,,31.8285,31.8,34.9287,34.7984,35.3335,36.2293,35.5888,36.0006,35.8658,35.6723,27.875,33.1993,33.4697,27.0573,29.7799,32.8002,31.8827,31.0978,31.8267,33.7995,33.3737,31.4293,29.9159,33.4973,32.5196,32.5508,14.3733,89.4334,33.109,30.5989,30.4813,27.7479,30.5554,24.894,23.4315,31.7514,30.9221,24.5439,30.844,31.7001,25.4876,34.2071,30.3983,34.1566,30.9811,25.7887,27.4897,33.0923,32.1879,31.0394,31.1253,32.846,31.628,30.4215,26.6329,32.2756,31.0356,26.0197,25.7165,,38.2328,,,,,,,,,57.1021,,,,,12.5998,,16.9547,20.3861,,29.5847,27.8821,31.4284,33.9886,,28.5093,26.4506,31.8704,,30.0307,25.5479,23.5431,,29.0036,26.1878,,,19.9882,18.439,19.2595,14.3284,19.3878,19.6923,14.1143,16.8911,22.5303,22.0775,17.9178,27.2605,22.5468,22.6325,18.0202,16.6075,24.1105,31.581,18.8992,11.8911,22.7554,23.449,31.3152,21.6479,23.3259,
