MLM US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,,,,,,,,13.9674,14.0798,14.0497,12.9407,13.4637,14.4031,14.7302,13.4614,15.3095,12.7886,14.0159,14.7396,13.9146,12.2729,13.1044,12.1687,12.728,12.8125,12.4644,11.2018,11.1007,10.7816,10.5258,9.5428,7.8174,7.5975,7.9056,8.1751,6.5049,7.1668,6.7518,6.4285,6.4997,5.6081,5.9555,6.6567,7.5775,7.7482,8.1674,8.5106,,10.2385,,11.8784,,13.6502,,14.1732,14.2618,14.2581,14.9827,15.0826,14.3469,12.317,11.3806,10.426,8.6789,7.2587,6.841,5.723,4.7035,5.4506,5.2318,5.8702,6.1352,5.5188,5.2637,5.1953,4.1077,4.3252,4.9071,5.1896,5.5072,5.5042,5.654,6.2112,6.4424,6.9957,3.7576,4.5565,5.4062,5.9538,5.4217,5.8918,6.5615,7.18,7.8302,8.3959,8.2769,8.5614,8.3496,11.3924,11.2192,11.5914,12.0126,7.3691,7.5349,7.3978,8.0922,8.5955,7.8808,8.292,8.7037,9.2683,9.4627,9.4695,8.0283,7.7058,7.5096,8.6552,8.0391,7.971,8.9671,8.6417,9.6675,10.1114,16.9254,16.3656,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,,,,,,,,,,,,,,,,,13.3315,13.243,13.2533,12.045,12.6176,13.4597,13.9194,12.4801,14.3233,12.0983,13.2732,14.2776,13.5953,11.8484,12.736,11.674,12.3146,11.6506,11.247,9.7506,10.417,10.3438,10.1085,8.6661,7.4876,7.1024,7.5142,7.4311,6.8412,7.4894,7.0597,6.6015,6.3485,5.8644,6.0891,6.743,7.2709,7.2462,7.9372,7.8714,,9.5361,,10.9809,,12.7845,,13.4521,14.0841,13.9522,14.6607,14.5295,14.2777,12.0408,11.3601,10.4186,9.1199,7.9612,7.5105,6.1898,5.3627,6.1201,5.8684,6.1978,6.904,6.2628,5.9886,4.9557,4.2652,4.4372,4.9744,5.2361,6.0545,6.0584,6.2373,6.2823,6.9467,7.39,4.2489,4.5596,5.7449,6.4362,5.5257,5.5019,6.7163,7.2302,7.8351,7.6206,8.3273,8.5817,8.4505,10.6776,11.0705,11.3928,11.8213,6.7007,7.3993,7.482,8.2029,8.0271,8.0692,8.2983,8.6621,8.5534,9.2892,9.2192,7.7514,6.8026,7.1381,8.06,7.4948,6.9195,8.4778,8.3109,9.4205,9.2328,16.5346,16.0101,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,22.2413,29.6006,30.8496,26.2873,22.3738,26.2913,27.0861,23.9352,17.4336,27.6045,29.055,24.435,19.0588,28.2041,29.4188,25.0016,15.8035,29.969,30.671,26.0181,14.6934,23.7119,24.8457,21.2216,14.0318,23.5224,22.1682,18.6365,9.0297,19.5767,21.1892,17.5507,8.799,23.4907,20.5738,14.3886,6.798,21.4318,20.3451,19.4599,9.9475,22.4185,22.4746,21.3254,12.7446,23.8351,23.9201,22.0471,17.349,26.0871,24.8128,25.9063,20.4919,30.1403,27.1886,24.371,16.6419,23.3294,25.3167,22.1041,12.9578,24.0053,24.1303,15.9327,5.7526,23.324,22.3417,17.5627,6.9082,21.0954,22.2723,16.6033,6.0476,18.7041,20.9402,15.2728,3.3396,19.0613,21.5096,18.5321,6.0274,20.2625,19.4868,19.304,10.7415,21.7223,24.2555,21.8802,18.4156,25.3179,26.57,23.7985,17.4279,25.7722,26.8152,26.6976,13.7645,26.2738,25.662,22.278,15.2183,27.8937,29.6155,23.5005,14.8612,29.9465,30.6115,27.5856,17.783,27.9483,28.376,23.1689,12.6828,25.9,26.925,23.9892,22.3617,30.7777,33.9,30.0647,21.7426,29.3084,
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,9.8762,21.2417,23.3452,15.7375,11.1773,17.6745,19.3753,14.8839,6.2938,19.8845,21.3648,15.9028,9.0748,20.8385,22.0892,16.7559,5.0564,22.1382,24.0858,17.9308,5.9392,17.0325,18.8503,15.3927,6.3728,17.387,16.4576,11.1092,0.7313,13.5037,15.9709,11.5359,0.0609,17.3264,14.4898,7.2618,-2.7114,15.2806,14.5153,12.288,0.7049,15.3369,16.6587,15.7074,4.9909,18.3612,19.1196,15.3432,10.5969,20.3471,19.2822,19.3257,12.6635,23.0818,22.2433,18.757,9.4916,17.5441,19.1931,12.8374,2.9229,15.6741,18.2826,3.8698,-3.7731,17.9637,16.4613,8.4997,-1.3563,13.9927,15.9262,4.9169,-8.9668,10.8562,15.4547,8.0048,-6.0744,12.4054,16.3595,11.5229,-3.709,14.381,11.5526,13.8503,3.6987,14.8666,16.5856,16.2681,10.9065,19.5281,21.9829,16.621,9.1425,20.0138,20.8658,18.8975,4.8729,21.9521,19.7322,14.4127,7.3695,22.3447,24.3135,16.7757,6.0321,24.1146,30.3163,20.3967,10.1079,22.3166,22.9179,14.0404,4.8668,29.1527,22.4044,17.765,14.4819,25.4449,28.4138,23.0195,113.5891,22.5624,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,,,,,,,,,,,,,,,,,14.7567,5.2575,7.0213,12.364,,35.7364,57.8866,26.5654,26.6423,26.8613,24.1679,19.5844,,28.7637,37.4067,24.5822,7.9009,3.2352,0.4026,8.3345,8.942,21.7171,,-83.0585,-117.3401,,12.9447,13.432,,,-42.2579,-55.1387,,,14.8267,79.0496,52.8582,-9.2166,,304.6261,37.9436,36.8954,36.9998,12.9032,33.7808,45.351,21.7123,89.3889,,512.5305,152.0067,,-189.1449,,-131.7857,-63.6071,-41.4452,-24.1153,-23.2049,-47.9123,-70.8332,45.114,,117.6101,,-61.4337,-54.7826,,,,12.819,24.0148,,66.4663,23.6954,52.8037,16.5966,24.6582,2.1019,17.9248,15.7846,16.1554,80.9184,,62.074,96.394,291.756,19.4818,,25.519,-97.1303,118.4332,-90.9545,36.7953,10.3845,,21.9853,28.4667,52.1729,46.8422,,,,70.7071,171.4876,1.0252,,,,64.8597,19.261,,110.4623,,88.1031,81.9286,,-114.9648,
Pretax Margin,PRETAX_INC_TO_NET_SALES,,,,,,,,,,,,,,,,,7.6348,20.9482,23.7497,16.1253,9.7544,17.6348,19.0184,14.1834,4.8262,20.2187,20.6393,16.4877,8.612,20.2416,20.6053,14.4912,2.1658,19.8998,22.3572,16.0082,4.5091,16.7542,16.9635,13.1726,3.5818,15.7252,14.3687,8.6041,-2.3305,12.3785,13.3527,9.0047,-3.3144,13.1749,12.0086,4.6202,-5.7991,12.3989,12.7518,10.9713,-2.8634,13.5764,14.3644,13.3226,2.7958,16.2235,17.1758,14.5052,8.9682,18.7455,17.5688,17.4474,10.81,20.448,19.6445,16.0533,6.0094,14.3748,15.8085,8.3103,-2.2958,11.9544,14.8018,-1.0675,-8.7639,14.3662,13.2106,4.1731,-6.8158,10.9518,12.832,1.8527,-11.9193,8.4347,13.1172,5.3564,-9.7521,10.0761,14.3125,9.156,-7.3635,12.49,9.7629,11.5847,0.7734,13.1219,15.2517,14.5039,8.2113,17.9626,20.8666,14.3761,6.7351,18.2626,18.7824,16.8573,1.5582,19.8023,17.1724,11.3738,4.0362,18.7104,22.1659,14.2039,2.7134,21.9581,28.4471,17.6585,8.2858,20.9086,20.4328,11.2203,2.4537,27.8675,20.4449,15.7806,12.5545,24.1542,27.0849,21.322,113.0296,21.0884,
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,,,,,,,,,,,,,,,,,4.9507,13.5457,15.2841,10.4027,6.3328,11.3447,12.2584,9.5189,3.1762,13.3742,13.6424,10.8984,5.6315,13.0794,13.3499,9.623,1.4131,13.0901,14.6928,10.9313,2.9356,10.8467,10.9571,8.5382,2.3187,10.2323,9.7688,5.7127,-1.5464,8.1695,9.189,5.7019,-2.341,9.2229,8.2045,4.011,-3.9908,8.4342,8.897,7.7487,-1.8459,9.6057,10.7791,8.1633,2.2092,11.544,13.4856,9.7167,6.129,12.9272,12.7156,11.7901,7.1583,13.9565,14.5992,10.5708,4.4871,9.9718,11.4369,5.6323,-1.7153,8.6161,11.6647,-0.7206,-7.3021,10.8913,10.4503,3.5842,-4.9524,7.9599,10.0194,2.1378,-9.4128,6.8673,10.8039,4.3608,-7.5646,7.3864,10.8683,6.5138,-5.3981,8.9178,5.3703,7.4623,0.8909,8.897,10.8642,9.8508,5.7123,12.495,14.4468,10.4132,5.0135,13.3745,13.9316,38.8769,1.2519,15.4277,14.7874,9.2609,4.5687,14.8105,17.5046,11.9138,2.703,17.1258,22.2794,15.5222,6.6673,16.3873,16.3488,10.4518,1.9825,21.5082,16.0733,12.7057,9.9328,19.107,21.5736,17.8958,83.6131,16.6667,
Net Income Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,0.0808,13.5457,15.2841,10.4027,6.3328,11.3447,12.2584,9.5189,3.1762,13.3742,13.6424,10.8984,5.6315,13.0794,13.3499,9.623,1.4131,13.0901,14.6928,10.9313,2.9356,10.8467,10.9571,8.5382,2.3187,10.2323,9.7688,5.7127,-1.5464,8.1695,9.189,5.7019,-6.819,11.4917,8.2286,4.011,-6.4547,8.4024,8.8931,6.8086,-1.8978,9.5637,10.8945,8.4843,1.8159,11.3033,13.5411,9.5371,6.4067,12.9029,12.6585,11.793,7.1768,14.0522,14.6683,10.6083,4.6204,10.6727,11.0781,5.3773,-1.5389,8.3505,11.3766,-0.854,-7.0921,10.78,10.2061,3.789,-5.3101,7.7421,9.7845,3.5154,-9.3235,6.7348,10.6239,4.2812,-7.2515,7.359,10.7972,6.6055,-5.0435,8.894,5.3544,7.474,0.8861,8.8926,10.8611,9.8508,5.7046,12.4887,14.4469,10.4237,5.0167,13.3781,13.9323,38.8666,1.2497,15.4172,14.7766,9.2508,4.5687,14.8105,17.5046,11.9048,2.703,17.1258,22.2794,15.5137,6.647,16.3873,16.3488,10.4785,1.7387,22.3244,16.2996,12.4348,8.9654,19.129,20.8966,17.5662,83.5332,16.6667,
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,,,,,,,,,,,,,,,,,0.0808,13.5457,15.2841,10.4027,6.3328,11.3447,12.2584,9.5189,3.1762,13.3742,13.6424,10.8984,5.6315,13.0794,13.3499,9.623,1.4131,13.0901,14.6928,10.9313,2.9356,10.8467,10.9571,8.5382,2.3187,10.2323,9.7688,5.7127,-1.5464,8.1695,9.189,5.7019,-6.819,11.4917,8.2286,4.011,-6.4547,8.4024,8.8931,6.8086,-1.8978,9.5637,10.8945,8.4843,1.8159,11.3033,13.5411,9.5371,6.4067,12.9029,12.6585,11.793,7.1768,14.0522,14.6683,10.6083,4.6204,10.6727,11.0781,5.3773,-1.5389,8.3505,11.3766,-0.854,-7.0921,10.78,10.2061,3.789,-5.3101,7.7421,9.7845,3.5154,-9.3235,6.7348,10.6239,4.2812,-7.2515,7.359,10.7972,6.6055,-5.0592,8.8573,5.3331,7.4419,0.6881,8.9877,10.8168,9.8177,5.6668,12.4356,14.3892,10.3829,4.9986,13.3392,13.8956,38.7605,1.2419,15.3908,14.7544,9.2382,4.558,14.7792,17.4835,11.9035,2.703,17.11,22.2567,15.5053,6.647,16.3727,16.3488,10.4651,1.7387,22.3244,16.2996,12.4348,8.9654,19.129,20.8966,17.5662,83.5332,16.6667,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,,,,,,,,,,,,,,,,,35.1567,35.3373,35.645,35.4883,35.0769,35.6682,35.5447,32.887,34.1882,33.8523,33.9008,33.8998,34.6083,35.3837,35.2111,33.5944,34.7525,34.2199,34.2815,31.7148,34.8967,35.2601,35.408,35.1821,35.2645,34.9306,32.0135,33.6051,,34.0023,31.1827,36.6784,,29.9961,31.678,13.1865,,31.9763,30.2294,29.3723,,29.2473,24.9596,38.7263,20.9802,28.8439,21.4853,33.0124,31.6591,31.0381,27.6236,32.4248,33.7808,31.7463,25.6831,34.152,25.3317,30.6298,27.6533,32.2251,,27.9254,21.194,,,24.1875,20.8946,14.1104,,27.3183,21.9185,,,18.5826,17.6357,18.5874,,26.6938,24.0643,28.8577,,28.6005,44.9924,35.5847,,32.1972,28.7669,32.0816,30.4331,30.439,30.7662,27.566,25.5617,26.7656,25.826,,19.6607,22.0916,13.8888,18.5775,,20.8438,21.0292,16.1228,0.3846,22.0072,21.6813,12.0979,19.5332,21.6244,19.9874,6.8493,19.2053,22.8197,21.3823,19.485,20.8824,20.8959,20.3481,16.0688,26.0255,20.9677,
